n_points,total_distance,displacement,straightness,bbox_w,bbox_h,bbox_aspect,bbox_area,step_mean,step_std,step_skew,step_kurt,turn_abs_mean,turn_std,curv_mean,curv_std,frac_drag,dir_hist_0,dir_hist_1,dir_hist_2,dir_hist_3,dir_hist_4,dir_hist_5,dir_hist_6,dir_hist_7,dir_hist_8,dir_hist_9,dir_hist_10,dir_hist_11,turn_hist_0,turn_hist_1,turn_hist_2,turn_hist_3,turn_hist_4,turn_hist_5,turn_hist_6,turn_hist_7,turn_hist_8,turn_hist_9,turn_hist_10,turn_hist_11,x_res_0,x_res_1,x_res_2,x_res_3,x_res_4,x_res_5,x_res_6,x_res_7,x_res_8,x_res_9,x_res_10,x_res_11,x_res_12,x_res_13,x_res_14,x_res_15,x_res_16,x_res_17,x_res_18,x_res_19,x_res_20,x_res_21,x_res_22,x_res_23,x_res_24,x_res_25,x_res_26,x_res_27,x_res_28,x_res_29,x_res_30,x_res_31,y_res_0,y_res_1,y_res_2,y_res_3,y_res_4,y_res_5,y_res_6,y_res_7,y_res_8,y_res_9,y_res_10,y_res_11,y_res_12,y_res_13,y_res_14,y_res_15,y_res_16,y_res_17,y_res_18,y_res_19,y_res_20,y_res_21,y_res_22,y_res_23,y_res_24,y_res_25,y_res_26,y_res_27,y_res_28,y_res_29,y_res_30,y_res_31,user,session,split
29157.0,2118077.785153046,563.3551277835323,0.0002659747114730366,65535.0,65535.0,0.9999999999998475,4294836225.0,72.64637759476766,1519.3146212410393,60.06403142080215,3616.995924480834,0.6688432110230222,1.0507286154369362,-22866.570656730477,3258990.6044564517,0.04496347360839593,0.09627520921933863,0.07038002469472136,0.06420633831799143,0.10731924818215553,0.04736589381257807,0.0775483605432578,0.15873233639725656,0.047640279873766074,0.05648923034707899,0.10114556180542558,0.037487995609810164,0.13540952119627678,0.033853541416555014,0.014885954381747595,0.020030869490646534,0.04541245069454796,0.07501286228774652,0.25875493054355725,0.3627508146114345,0.08029497513288276,0.037352083690606296,0.03066369404903767,0.018007202881146284,0.022980620819748592,0.0,-7.388822926011952e-05,0.008029692010222488,0.010974750563047574,0.00024210040529709176,0.0002291958939599446,0.00022021740609599782,0.002979458641409157,0.014081402485242752,0.0047132386087289,9.869068932218601e-05,0.0002694732432532665,0.00677592964444157,0.01232452873587434,0.001114819577003483,0.009487982536431848,0.009492128263747878,0.00041815772700972884,0.0001798662368138687,-1.5469757789560323e-05,0.0002936896512755101,3.0984238411455996e-05,0.00026955953417730075,5.07239623876558e-05,0.00024720888416528234,0.0001529848205620202,-0.0001445781849208605,-4.0020207310934634e-05,0.00015762041937441348,0.00033084427558170893,0.00016595725681054223,0.00026597471147303656,0.0,0.0001304098475887617,0.021249105474534426,0.029792995295049154,-3.311904643506476e-05,4.340937589618429e-05,-4.96581659456849e-06,0.007706797488665476,0.037994246526429486,0.01312519654045979,-0.00014701417804802505,9.537227121680659e-05,0.017723982319992636,0.03328269854108186,0.003034968925450976,0.025210117721076335,0.02584110641341761,4.843818000781553e-05,-0.00013642334897955046,0.0001251157537843941,2.224983932231153e-05,3.976830465208751e-05,4.0470863864768406e-05,1.6784785005337024e-05,-3.602909908963521e-05,5.693876790942015e-05,-0.0003033654109516868,-0.00021470760641246293,0.00017266329772381827,-1.9219299769378347e-05,-3.8471581869532156e-05,0.0,12.0,session_5265929106.csv,train
26517.0,1171551.9667749335,842.8837405004323,0.0007194591144093493,1909.0,1079.0,1.7692307692143725,2059811.0,44.1828317534671,78.95250294119609,5.154952711802387,48.51262531519839,0.6608361937825316,1.0468836428031167,5272.731768466821,1626472.771319027,0.0330731229022891,0.08934228390402423,0.0641122341227696,0.05928496002411401,0.1163825614722747,0.05121436114042419,0.08032885804794074,0.14493136219635505,0.036430834213291435,0.05430683360987543,0.1080856841152104,0.04265349223108966,0.1529265349222534,0.03703564020364434,0.015048085989057118,0.015915519517248383,0.044955685461042824,0.07007354327736373,0.2546483122759741,0.3733358476332742,0.08101074863281878,0.0384310767489955,0.03420705261171631,0.014746369979251462,0.02059211766923606,0.0,9.806400093529762e-06,4.199739951883757e-06,2.004639435515184e-05,5.2846004846291014e-05,0.00018198182150126288,-3.51359471457694e-05,0.0008002102919350889,0.0006161588278157458,0.00034332045690115736,-0.00013882382672530624,0.0002824640314837939,-0.0001111085249853726,0.0003150169779717601,0.00042360240850810964,0.00027022005524251873,0.0006162121299948124,0.0009744188146844771,0.000505900704362874,0.0007517993464474687,0.0007024726142961377,0.0001455098045338977,0.00033402979217386997,0.0006619103541591978,0.0003444645446426754,0.0004096696992344646,0.0006337553268235695,0.0009769055826846372,0.0005404931426857943,0.0005720184610800587,0.00045081559922877264,0.0007194591144093493,0.0,-0.00016749085520635095,0.00023809826633454674,-0.00045765948426137814,-0.000454141398778313,-0.00034488612347690825,-0.00024984563197684147,0.0004902471787857294,0.00010510755722803934,0.0003108238354449303,0.0002359944791458385,-0.00014166029136176026,-5.505950286472351e-05,0.00013736725822423982,0.00036316868247800865,9.347280528335373e-05,-1.8640919730234875e-06,-6.154564126435465e-05,-7.61174242590104e-05,-6.931397399032672e-05,0.0003447387122532015,0.00011867878850344524,2.55177418655812e-05,-1.962621679255672e-05,-0.00024333800254262118,-2.6326825787255276e-05,0.0002661324211338492,0.000664375891251414,0.000417660783929005,5.3636445450754224e-05,3.394978134139589e-05,0.0,12.0,session_9838420452.csv,train
27516.0,1319154.6966996838,63.52952069707436,4.8159265062706204e-05,65535.0,65535.0,0.9999999999998475,4294836225.0,47.94311091040101,785.4683683395119,115.69864173710222,13505.097502846895,0.6112758193649619,0.9898151020124006,10006.789094714617,1659834.0312558443,0.045718854484663465,0.0926767217880819,0.06603670725056658,0.05756859894600851,0.10612393240047024,0.05139015082680305,0.07773941486459104,0.147010721424624,0.03852444121386933,0.05364346719968975,0.11728148282750599,0.0452117027075976,0.14679265854982854,0.031075089045565503,0.013593079886598244,0.014719779021583659,0.03983426619174244,0.06858326670056386,0.26815439412652897,0.386130697099518,0.08115868285233657,0.03460056698406826,0.028858035908981297,0.014756124154970286,0.018536018027179423,0.0,0.00014690472291946564,-0.00023286513184072566,-0.0001535858696806395,7.861405435083803e-05,0.0002601609695963551,0.0001719050436124045,0.0003945610201760626,-2.7899197349587195e-05,0.00011965325407937519,0.002060034633541295,0.011684006416479256,0.019596877660375198,0.010439471062703164,0.0012820644650311174,0.00032534201287658,0.0002286027776411256,0.0002557232721807223,0.00045533628415623243,0.00025756446418937493,0.00033905077924911313,0.000302783747382287,0.000314749660959289,1.3902916639194443e-05,0.0001323804122401425,8.805475668833098e-05,0.0002257847386185817,0.0003258754559732132,0.00013398778867567237,1.0431161391633612e-05,-1.6784167125570524e-05,4.815926506270621e-05,-0.0,-4.8464396529026264e-05,-4.870546013820352e-05,-0.00018945132123639056,0.0004102150769623285,0.00036570836282436193,-0.0005655396774521294,5.445487041987245e-05,3.086939921353759e-05,0.00034028911555812125,-0.007634634737029405,-0.03842362454585532,-0.06358954203441915,-0.03265857647025218,-0.0017276109060851547,0.00013538042960634344,-0.00013217438943730994,0.0002745322393089767,1.077761967054588e-05,-3.032033521943353e-05,0.00020682610750482884,3.4191972104461006e-05,-0.00010637280518410241,0.00023871892068572182,-0.00011118178114759847,0.00012172495447740429,-4.059431765997211e-05,3.304401042666171e-05,8.15373709198017e-05,0.00040215625646681575,6.432341623952253e-05,-2.6931744151681384e-21,12.0,session_2144641057.csv,train
29207.0,899213.0511378327,631.3073736303102,0.0007020665156399464,1919.0,1079.0,1.7784986098074285,2070601.0,30.78864107162339,59.428631811934586,8.216832900260707,131.52865311952135,0.499750056689366,0.869360102755994,-10757.061361055947,1838289.1841489961,0.04146266306022529,0.08337327946309547,0.06430185578303625,0.061494213517749266,0.11049099500098936,0.040642333767020256,0.07203999178248577,0.15500239676773436,0.03516400739572856,0.05488598233237866,0.1198383893720058,0.04707936725328799,0.15568718756414582,0.024105461393588733,0.010751583632935883,0.010648861496315477,0.03174114021570562,0.055743879472673945,0.2894709809963056,0.4423215202874705,0.06389316897789286,0.025064201335379194,0.021742852251319382,0.010922787193969894,0.013593562746100464,0.0,0.0005160702966651774,0.000401929053036051,0.0005082310034103806,0.00014194438793619613,0.0007126361293256435,0.0005668937130726293,0.00025963595059753426,2.7605836719513265e-06,0.0002971775244773292,7.882330264261941e-05,0.000898946258421233,0.0004991183949663492,0.00019795216072028644,0.0010489320751080984,0.0010853546141186038,0.0002698034524969375,0.0005876592566530891,1.2125249754467213e-05,0.0006750198324229795,0.0007025207864524364,0.0010339049091872446,0.0004903273935110295,0.0003829017348330413,0.0004038542527192172,0.00027156485589584326,-0.0001169473051347492,0.0004353650089976687,0.00037286277765812047,0.0008485940773566874,0.0006464908206736609,0.0007020665156399464,0.0,0.001083922246500406,0.0004722980556496929,0.0001956511434408646,0.00040715058841741863,0.00021458919272882777,1.610873996853084e-05,0.000743646280419811,0.0005200695955900895,-0.00020171471301541039,0.0005311651706372524,0.0005179384905811706,0.0009165582272379048,0.00040091491987840396,0.0014064294975236862,0.0005277423387225471,0.0002093975534633235,2.6136833676667022e-05,-9.93130627987021e-05,-5.82833339912276e-05,0.0002238076202197489,0.0011976292792576137,0.0003487924678055109,0.0005201639688024014,0.00029709266651530345,0.00042625363650596987,0.00031443088555389365,0.0010447669489978962,0.0005664774118399149,0.0002579032319208247,-0.00025480737377228945,0.0,12.0,session_7409188284.csv,train
29978.0,917816.8459927368,470.3073463172779,0.0005124196056878592,1363.0,767.0,1.777053454996388,1045421.0,30.61736818203078,49.41020413262696,4.045592742016584,26.499848567500905,0.6066800235264093,0.995793430927605,-0.018237900677883133,0.5889204828594354,0.05050370271532457,0.09280448343727098,0.06441605230674703,0.04576842245720193,0.09467258231307513,0.04640224171863549,0.08012809820859988,0.17009707442366812,0.03986389565332092,0.04716949661405505,0.11138539546982307,0.04400040030688728,0.16329185709038152,0.03209234053908724,0.012843608219904976,0.013344008540161014,0.03913130504402217,0.06275020016010717,0.25723912463295395,0.40479049906578435,0.07816253002399313,0.03259274085934328,0.03199226047503603,0.015812650120090803,0.01924873231918226,0.0,0.0006605948073477146,0.00034631848795117944,0.0006470049921426319,0.0004559955367278881,0.000685434633489296,0.0005383107034890808,0.0006718591799557963,0.00035467243514867956,0.0006534646080967357,0.00020200197594895343,0.0002570835295600564,0.0005830426772291483,0.0007307577301109891,0.0006465367996036743,0.0002535689009747656,0.0007324636113405955,0.0002239721771936803,0.0007656881293412384,0.0004616002271320032,0.0009982631555172747,0.0003789731000164356,0.0004536758439927577,0.0005849242216866091,0.0005366736905077223,0.0004111664557361934,0.0003211701833840756,0.0009423234175981024,0.0004783897288608578,0.0005280237743018693,0.00015959973132159222,0.0005124196056878593,0.0,-0.00018418189294632526,0.00027373081896175775,0.00012239970518738335,2.3468781193104006e-05,-0.00021095409520085513,-7.089916578159663e-05,-7.629901712559419e-05,0.000137583478771815,0.00011864099169997262,-7.169479685434817e-05,-7.87624559615273e-05,-3.120945393201281e-05,5.0924574784023114e-05,-0.0002165868105994802,-0.0001586583753060003,-0.0002702306560692846,-0.00017317530540209776,-0.0001860376962926064,-0.0001518974336069073,-0.0001394667350057736,0.00017028068012650674,1.9892718781261357e-05,-2.7053065703889252e-05,0.00018424689910972734,0.0003238199656210106,-0.00013039931373759603,0.00017052140882512726,-0.00012559767098062723,-0.00022222138319798987,-1.860198432033845e-05,3.0966646073772995e-20,12.0,session_8872593360.csv,train
43573.0,1419898.0020726882,393.8857702430998,0.00027740427105899467,1363.0,767.0,1.777053454996388,1045421.0,32.587395622709266,55.61133626486703,4.637031316457978,38.514070330613684,0.6800670221181196,1.081327128737391,2364.797493123286,493619.5311942253,0.058132329653684624,0.0978151106214776,0.05863857523178678,0.045671532176616715,0.08959882493342294,0.044960066097483486,0.08292022399704331,0.1770403011107645,0.039199485908372536,0.046566602405203675,0.102565867988593,0.03984210043146061,0.17518130909754542,0.03906267930503338,0.016364095384541012,0.015744417158197944,0.042184021482168835,0.06816460489773746,0.24100892795661313,0.38234146565367283,0.08092538615132062,0.03743315508020532,0.0341970576759693,0.017396892428446123,0.025177296825864642,0.0,0.0003345388126907907,0.00012575644989369446,8.129431584940834e-05,0.0003222593710848201,0.0002679870546841166,0.0004966434699683367,0.00015191084831777665,0.00027251050349872134,0.00022787319222783734,0.0005603538268122912,0.0004146603459665105,0.00040701019224373576,0.00034915770326452686,0.00010040944611321989,0.00022143582936635342,0.0003655176976812117,0.00023997297059364612,0.000292701632686124,0.00040516082734965813,0.00042567300278751604,-0.00011298559018039254,0.00011681428766551498,0.00019482738712778784,-3.730306044781158e-05,0.0003929948487260266,0.00039322758044094277,0.00034877267663873095,0.00021963849919156303,-4.274738039739159e-05,-2.4641905551434236e-05,0.0002774042710589947,0.0,-7.739189600108116e-05,-0.00014467549289113167,-0.00029050866560855024,-0.00023207471798675393,-0.0002711587331634142,-0.0004273346803025849,-0.00021058135052430988,-0.0004134633214191548,-0.00024055219682095057,-0.0004130795677343917,-0.0002901336975301828,-0.0002704773998213104,-0.00011883721111197095,-1.6770107038434293e-05,-0.00021179743699953774,-0.00024192787427738496,-0.00016660512210853596,-0.0003576209704611583,-0.0002094600526645126,-0.0004484174136874844,-0.00012017693630771593,-3.84015172635447e-05,-0.000508762626158484,-0.00012815142453271813,-0.00022605029387232992,-0.0003101916296810168,-0.00030699422316985005,8.78621503731708e-05,-6.279639516194008e-05,-0.0001432448020918996,0.0,12.0,session_5815391283.csv,train
36084.0,1300116.5798646954,653.9548914107149,0.0005029971169806693,1363.0,767.0,1.777053454996388,1045421.0,36.03127732906619,61.11383258734303,3.9884811589408344,24.100590974464325,0.6752971718197686,1.0687738337433326,5375.940012335092,1021164.6121613884,0.0496064737833943,0.09181609067979608,0.05944627663995249,0.0486655765872991,0.09644430895432851,0.0501621262090042,0.07948341324167074,0.1661724357730327,0.03899343180998282,0.046864174264876296,0.10301249896070089,0.04578333287142262,0.17315633400765648,0.0362230475029,0.016878221828053635,0.016046782329134736,0.04459287179201691,0.07020120835871897,0.24358405853327322,0.3767529516101168,0.08137021229419618,0.03735934815142249,0.03613990355300811,0.018568815475855396,0.022282578571026473,-0.0,0.0002819617467472805,-8.262359488566637e-05,0.00035647219194240504,0.000297002149273858,0.0003645957422742694,0.0001313021062829844,3.220305164314793e-05,0.0002301318762524461,-4.1559063461155696e-05,9.552358603143293e-05,0.00020735472440749412,0.00016650582838150934,0.00024765392715270186,0.00017215222656470343,0.0002905357307436296,0.0001642626492157032,0.00018117662191668662,0.0005690316195491135,0.0002531051468010721,0.0003637471682591429,9.521664794866767e-05,0.0005395754705549256,0.00024904979406104624,0.00035634297708592345,0.0004419523531761116,0.0003019370682526465,0.00016930958276118247,-1.0604146302260898e-05,-3.0227166111660353e-05,0.0001908501792564314,0.0005029971169806693,0.0,-0.0003094197581047025,0.00010864856137428065,-0.0001577904323486307,-3.358100846974218e-05,2.7976987870367242e-05,6.022869253758025e-05,0.00011253340713402894,5.434821855235555e-05,0.00032542218459336047,8.36190102507182e-05,2.5424681747804347e-05,-0.0001423939982853943,-3.350732120362028e-05,-0.0002144384043218689,-4.9442511238065186e-05,-0.0002353647042318005,-0.00019026592655823742,7.769386244886058e-05,-0.0001189615514657994,-6.084688339632212e-06,-0.0001282123965033981,5.602272195536245e-06,0.00010611771061097463,-5.457452487857084e-05,6.587245805104814e-05,0.00013854047586146158,0.0002231872747156838,-2.496746457865352e-06,0.0001635007245416572,-0.00022353491031566492,-4.372178598531782e-20,12.0,session_9031593624.csv,train
25624.0,1244028.64385418,1332.284128855403,0.0010709432901221505,1919.0,1079.0,1.7784986098074285,2070601.0,48.551248638105605,99.62464797189007,6.515248918898344,62.21703655115854,0.5560409210522114,0.9304614367385099,44284.56525827521,3071998.748081196,0.06657820793006557,0.092651133746988,0.057331303906624,0.05674589236230857,0.11333567497946637,0.07809390001167775,0.0832455216016535,0.15181672715913366,0.05709713928889783,0.056082425945417756,0.09756859071923757,0.049018459977344955,0.10701323030085977,0.023690578409170365,0.01654827882288012,0.016079931309025026,0.031652486144707025,0.06357817500582953,0.326008898602636,0.37733198032925713,0.062446335180679706,0.026305518694861328,0.022870970259923944,0.015104207321826905,0.018382639918812588,0.0,0.0003251561131020953,0.0006065729338969979,0.0007954134953625962,0.0004616925335496447,0.0006002613640451173,0.0002735627505488857,0.0004883376656090558,0.00048194065795135224,0.0002826534937362441,0.0008472088761602502,0.0004531978471938445,0.00048532490146912665,0.0004238801752820713,0.0005843539498230936,0.0007884724532077129,0.0010810261523694976,0.0008202888458782682,0.0005029369009961608,0.0006702182515512703,0.0008877621016639831,0.0005906942273741806,0.0003259445461901001,0.0005422196292927969,0.0009741776103241133,0.0010714127427082622,0.0003167936834210804,0.0004936883861291322,0.0005957745963762216,0.0006007439377463752,0.0006165258533144929,0.0010709432901221505,0.0,-0.00036860510951040415,-9.047793078147047e-05,-0.0001074524318971387,-0.0003960296009355911,2.765098842762111e-05,0.00010899846442288534,-5.437716848133665e-05,-0.0003582739192989171,1.638962244598574e-06,0.0002102714761385065,-0.00019606664315797604,-4.819241996648367e-05,0.0001706452730184641,-0.00010552211232982964,0.0009502314223656386,5.191356689966012e-05,0.0005364574568627741,0.0001449148344505118,-0.0003292911613854514,0.00034478054363944237,-0.00048738271988742676,7.357369394517478e-05,-0.00034213685893511964,0.0007504214606504702,0.0006461835373573688,0.0002975331020784181,-6.401925337751828e-05,0.0006278292792741005,-0.00012242847549068844,-0.00035126400762201034,0.0,15.0,session_1366248436.csv,train
20464.0,1082715.6556136534,611.045006525706,0.0005643633241632374,1919.0,1079.0,1.7784986098074285,2070601.0,52.91089554872958,121.44571975551884,6.935953841839597,67.32334816259625,0.5547829062288292,0.9224234142476563,7960.947980040196,805712.1046060497,0.08971853010164191,0.0746713580608539,0.06323608464053988,0.0636270341591831,0.12109661339973557,0.07291208522695942,0.0694424082490009,0.12867126032344783,0.06866050921171447,0.07447588330153229,0.12441968430820288,0.046278649269390466,0.09250842984895054,0.022822793470812813,0.015785358224994727,0.0161763268497624,0.034942820838610625,0.0691037044276859,0.3168800703741976,0.38231844394468656,0.06299481966569104,0.024875378750843086,0.020379239566014867,0.017349232724065414,0.016371811162146234,0.0,-5.2764829510385855e-05,0.0004764826121407198,-2.5409817570391174e-06,0.0001346914304967723,0.0005223887176184787,0.0004488597318259159,0.0013524148415198134,0.0005103486846170352,0.0001522056573005691,0.0004958840225188346,-0.00023478217099749907,-0.0001196311280729618,0.00026354113090968815,0.0001389681189759732,0.0005597978190991863,0.0012702588927999557,0.0004927396410734651,0.0007978630277490664,7.424213343933555e-05,0.00032633200801247884,0.0005420206816647572,0.0013208306672584324,0.00023524418727649389,0.0013668114450447173,0.0006504034061996869,0.00015402129668314946,6.21713978758913e-05,0.0002511884348156442,0.00011859284207886789,0.0005516240368480206,0.0005643633241632374,0.0,-0.00011084052133091412,-0.00022122810602939332,-0.0001430717372699302,-0.00016946818898079798,-0.0007831265629167536,-0.000808268023760633,-0.0005748415446227577,-0.0001672230421817378,-0.0002602281847668754,-0.0005923916907570187,-0.00025099621223521467,-0.0003758806231655871,-0.000561685451014948,-0.0004919594810430048,-0.00046534788535748466,-0.0011226814661345237,-0.0003176520291691453,-0.00019539891172996396,-0.0002475525770542271,-0.0004873759632388615,-0.0003982455028625028,-0.001034397702980112,-0.0003108608694581253,-0.001018084476734853,0.00014669911187851342,-0.0003484422563502808,-0.000102199465164348,-0.0003736147709920927,-0.00014520341283769925,0.00020808821784998584,-5.2500782237779877e-20,15.0,session_8694009379.csv,train
14659.0,945252.4403975495,280.2034974799565,0.0002964324507452284,1919.0,1079.0,1.7784986098074285,2070601.0,64.4871360620514,144.51022463982775,5.46401747278263,37.09105052532405,0.5629428506626419,0.9383344272319518,40179.025723353676,2822873.8320280653,0.05696159356027014,0.08432255423653683,0.06808568699681533,0.060240141901991916,0.12157183790413319,0.07634056487919474,0.0746350115977114,0.13835448219392935,0.05901214353932391,0.05375903943235519,0.10697230181463571,0.054100150088651856,0.10260608541403833,0.023060653612592574,0.015692160742296724,0.017329603602362468,0.031589001842101665,0.06652111619017088,0.32742034522731295,0.3739510131675145,0.06072183939410471,0.025789725046035484,0.021764344681707192,0.01562393395646065,0.020536262536657884,-0.0,-0.00046592628256412756,-0.0005869386786504524,8.479284905753077e-05,-0.00024640749374719144,-0.0002998456453264474,4.6822037603427296e-05,-0.00067015007330807,-3.942690851162513e-05,-0.0001793486940704517,-3.925204739992545e-05,-0.0003952470097067969,0.0006178637930552699,-0.00017456805489200595,7.831040750316188e-05,0.00015026747414315645,-0.0006685825510567025,-0.00021978845229542093,-0.0003194613774262564,-0.00020178021995101498,6.492584634775516e-05,0.0006803314348364717,-0.0004259204687658072,0.00010637315608637842,-0.0004966145115653961,2.9397087353102308e-05,-1.7243863820255364e-05,0.000241236843120965,6.471606332952863e-05,0.00011989942613492807,-8.992581881576954e-06,0.0002964324507452284,0.0,0.0007862373756511555,0.0002109666589200178,2.644443524893689e-06,0.00040863752841884416,-0.00012850999890529974,0.00031287360374828257,6.069294661549566e-05,0.0005071808280698621,-0.0004923008302433779,0.0005806329839000311,0.0005203534676708554,0.00011532989300699776,0.00037173170962565987,-0.0002636308548049194,0.00046608391735066483,0.0010907458392787508,0.0006260010777457277,-0.00024763338892893645,0.0007762516460995184,0.00021086156670361336,5.251791788002118e-05,0.000842396142683638,0.0003042404517416303,0.00047821142749877085,0.00031093607341682063,0.00020510849517103505,-5.848501586299397e-06,0.0004348428929753846,-0.00019285908527074557,6.0460587454906965e-05,-3.00678508890707e-20,15.0,session_0205904470.csv,train
